Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,38
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Other specified degenerative diseases of nervous system,G31.8,Male,M,10
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,21
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,16
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,10
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,58
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atrial fibrillation and flutter,I48,Male,M,17
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Congestive heart failure,I50.0,Male,M,18
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,15
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,18
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,10
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,16
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,10
NA,"Middlesex County, MA",25017,Unknown or Not Stated,9,White (only),1,Unspecified dementia,F03,Female,F,13
NA,"Middlesex County, MA",25017,Unknown or Not Stated,9,White (only),1,Unspecified dementia,F03,Male,M,11
NA,"Middlesex County, MA",25017,Unknown or Not Stated,9,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,21
NA,"Norfolk County, MA",25021,8th grade or less,1,White (only),1,Unspecified dementia,F03,Female,F,31
NA,"Norfolk County, MA",25021,8th grade or less,1,White (only),1,Unspecified dementia,F03,Male,M,15
NA,"Norfolk County, MA",25021,8th grade or less,1,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,14
NA,"Norfolk County, MA",25021,8th grade or less,1,Asian (only),4,Unspecified dementia,F03,Female,F,17
NA,"Norfolk County, MA",25021,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Female,F,26
NA,"Norfolk County, MA",25021,9th through 12th grade with no diploma,2,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,11
NA,"Norfolk County, MA",25021,9th through 12th grade with no diploma,2,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,11
NA,"Norfolk County, MA",25021,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,19
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Female,F,11
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Male,M,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Female,F,15
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Male,M,11
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,32
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,36
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Unspecified severe protein-energy malnutrition,E43,Female,F,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Unspecified protein-energy malnutrition,E46,Female,F,14
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Female,F,17
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Male,M,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Metabolic disorder, unspecified",E88.9,Female,F,20
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Metabolic disorder, unspecified",E88.9,Male,M,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,42
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Male,M,18
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Female,F,458
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Male,M,161
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,Male,M,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,Male,M,19
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Female,F,42
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Male,M,38
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,187
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,41
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Female,F,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Other specified degenerative diseases of nervous system,G31.8,Female,F,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Multiple sclerosis,G35,Female,F,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Anoxic brain damage, not elsewhere classified",G93.1,Male,M,12
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Female,F,38
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Male,M,34
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,25
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,18
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,17
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Male,M,12
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,70
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,72
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,61
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,92
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,144
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,133
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Ischaemic cardiomyopathy,I25.5,Male,M,11
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,11
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Other secondary pulmonary hypertension,I27.2,Female,F,20
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,31
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiomyopathy, unspecified",I42.9,Female,F,14
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiomyopathy, unspecified",I42.9,Male,M,15
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Female,F,31
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,44
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Female,F,56
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Male,M,34
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Female,F,16
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,15
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Female,F,104
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Male,M,78
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Female,F,51
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,39
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiovascular disease, unspecified",I51.6,Female,F,16
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cardiovascular disease, unspecified",I51.6,Male,M,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Female,F,21
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Male,M,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,Female,F,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Female,F,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,67
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,39
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Female,F,24
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,26
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Male,M,11
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Female,F,17
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,49
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,41
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Female,F,10
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,16
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Male,M,13
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Female,F,19
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,170
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,80
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,57
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,44
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,21
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,16
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,White (only),1,"Respiratory failure, unspecified",J96.9,Female,F,12
NA,"Norfolk County, MA",25021,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Female,F,14
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,69
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Male,M,30
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Male,M,14
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,31
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,15
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Essential (primary) hypertension,I10,Female,F,11
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,14
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,27
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,22
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,27
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,50
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Atrial fibrillation and flutter,I48,Female,F,12
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Female,F,19
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Male,M,14
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Heart failure, unspecified",I50.9,Female,F,11
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,22
NA,"Norfolk County, MA",25021,"Some college credit, but not a degree.",4,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,11
